@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 34\nSize of the tree: 63\n','Number of leaves: 42\nSize of the tree: 75\n','Number of leaves: 42\nSize of the tree: 77\n','Number of leaves: 39\nSize of the tree: 72\n','Number of leaves: 32\nSize of the tree: 59\n','Number of leaves: 49\nSize of the tree: 88\n','Number of leaves: 49\nSize of the tree: 87\n','Number of leaves: 34\nSize of the tree: 61\n','Number of leaves: 34\nSize of the tree: 62\n','Number of leaves: 51\nSize of the tree: 90\n','Number of leaves: 39\nSize of the tree: 69\n','Number of leaves: 44\nSize of the tree: 81\n','Number of leaves: 46\nSize of the tree: 83\n','Number of leaves: 45\nSize of the tree: 81\n','Number of leaves: 45\nSize of the tree: 80\n','Number of leaves: 46\nSize of the tree: 81\n','Number of leaves: 46\nSize of the tree: 82\n','Number of leaves: 43\nSize of the tree: 79\n','Number of leaves: 40\nSize of the tree: 72\n','Number of leaves: 47\nSize of the tree: 84\n','Number of leaves: 51\nSize of the tree: 91\n','Number of leaves: 48\nSize of the tree: 85\n','Number of leaves: 50\nSize of the tree: 87\n','Number of leaves: 49\nSize of the tree: 85\n','Number of leaves: 49\nSize of the tree: 89\n','Number of leaves: 47\nSize of the tree: 85\n','Number of leaves: 43\nSize of the tree: 77\n','Number of leaves: 54\nSize of the tree: 95\n','Number of leaves: 48\nSize of the tree: 87\n','Number of leaves: 50\nSize of the tree: 89\n','Number of leaves: 39\nSize of the tree: 68\n','Number of leaves: 46\nSize of the tree: 84\n','Number of leaves: 53\nSize of the tree: 93\n','Number of leaves: 48\nSize of the tree: 86\n','Number of leaves: 37\nSize of the tree: 64\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

primary-tumor,1,10,weka.classifiers.trees.MIT,'-C 0.25 -M 128 -I 64 -STG I -ERA 1.0',-217733168393644444,20200206.1006,306,33,10,23,0,30.30303,69.69697,0,0.209375,0.069988,0.190552,86.469841,95.16358,119.367203,93.548721,25.818482,3.617188,2.83481,0.782378,33.964008,1.029212,28.453384,0.333333,3,0.25,6,0.75,18,0.666667,6,0.333333,0.333333,0.333333,0.083333,0.645833,0.506986,0.30303,0.100745,0.899255,0.69697,?,0.30303,?,?,0.776719,0.44389,?,0.30303,0.287,0,0.21875,0,218.75,0,55856,56974,9745,100,42.011019,'Number of leaves: 49\nSize of the tree: 85\n',85,49,49
primary-tumor,1,1,weka.classifiers.trees.MIT,'-C 0.25 -M 256 -I 128 -STG I -ERA 1.0',-217733168393644444,20200206.1006,305,34,16,18,0,47.058824,52.941176,0,0.377416,0.065631,0.180906,81.002346,90.243757,123.359811,91.471135,31.888676,3.62823,2.690327,0.937902,40.207588,1.182576,32.59375,0.888889,8,0.2,5,0.8,20,0.111111,1,0.615385,0.888889,0.727273,0.625402,0.888889,0.715807,0.470588,0.08819,0.91181,0.529412,?,0.470588,?,?,0.800962,0.472219,?,0.470588,0.544,0,0.46875,0,468.75,0,57912,56801,9918,94.117647,40.909091,'Number of leaves: 49\nSize of the tree: 89\n',89,49,49
primary-tumor,1,2,weka.classifiers.trees.MIT,'-C 0.25 -M 256 -I 128 -STG I -ERA 1.0',-217733168393644444,20200206.1006,305,34,15,19,0,44.117647,55.882353,0,0.34879,0.064878,0.18063,80.146002,90.197397,121.456066,88.878952,32.577114,3.572237,2.614087,0.95815,41.662684,1.225373,34.302678,0.777778,7,0.24,6,0.76,19,0.222222,2,0.538462,0.777778,0.636364,0.488217,0.866667,0.743653,0.441176,0.089565,0.910435,0.558824,?,0.441176,?,?,0.804134,0.530817,?,0.441176,0.523,0,0.46875,0,468.75,0,55584,56801,9918,94.117647,40.106952,'Number of leaves: 47\nSize of the tree: 85\n',85,47,47
primary-tumor,1,3,weka.classifiers.trees.MIT,'-C 0.25 -M 256 -I 128 -STG I -ERA 1.0',-217733168393644444,20200206.1006,305,34,17,17,0,50,50,0,0.408393,0.06406,0.181313,79.143797,90.54829,121.233674,90.74184,30.491834,3.565696,2.668878,0.896819,42.071787,1.237406,34.703054,0.888889,8,0.24,6,0.76,19,0.111111,1,0.571429,0.888889,0.695652,0.581678,0.848889,0.637395,0.5,0.090806,0.909194,0.5,?,0.5,?,?,0.822817,0.427354,?,0.5,0.629,0,0.515625,0,515.625,0,50928,56801,9918,88.235294,38.903743,'Number of leaves: 43\nSize of the tree: 77\n',77,43,43
primary-tumor,1,4,weka.classifiers.trees.MIT,'-C 0.25 -M 256 -I 128 -STG I -ERA 1.0',-217733168393644444,20200206.1006,305,34,16,18,0,47.058824,52.941176,0,0.37551,0.06324,0.176223,77.752886,87.52938,122.999558,91.516112,31.483446,3.617634,2.69165,0.925984,43.633788,1.283347,35.474752,0.75,6,0.346154,9,0.653846,17,0.25,2,0.4,0.75,0.521739,0.345005,0.899038,0.819298,0.470588,0.107266,0.892734,0.529412,?,0.470588,?,?,0.817952,0.56588,?,0.470588,0.694,0,0.609375,0,609.375,0,61676,56801,9918,91.176471,40.240642,'Number of leaves: 54\nSize of the tree: 95\n',95,54,54
primary-tumor,1,5,weka.classifiers.trees.MIT,'-C 0.25 -M 256 -I 128 -STG I -ERA 1.0',-217733168393644444,20200206.1006,305,34,14,20,0,41.176471,58.823529,0,0.330049,0.067885,0.188755,83.196746,93.418906,129.184627,1177.150275,-1047.965648,3.799548,34.622067,-30.822519,37.907483,1.114926,29.343649,0.625,5,0.230769,6,0.769231,20,0.375,3,0.454545,0.625,0.526316,0.357455,0.836538,0.558956,0.411765,0.084311,0.915689,0.588235,?,0.411765,?,?,0.765039,0.386833,?,0.411765,0.747,0,0.609375,0,609.375,0,56748,56801,9918,88.235294,40.508021,'Number of leaves: 48\nSize of the tree: 87\n',87,48,48
primary-tumor,1,6,weka.classifiers.trees.MIT,'-C 0.25 -M 256 -I 128 -STG I -ERA 1.0',-217733168393644444,20200206.1006,305,34,14,20,0,41.176471,58.823529,0,0.328063,0.067689,0.185724,82.956057,91.91857,129.184627,102.323873,26.860754,3.799548,3.009526,0.790022,38.821681,1.141814,30.051317,0.625,5,0.269231,7,0.730769,19,0.375,3,0.416667,0.625,0.5,0.31579,0.884615,0.700222,0.411765,0.088437,0.911563,0.588235,?,0.411765,?,?,0.819683,0.479493,?,0.411765,0.762,0,0.65625,0,656.25,0,53906,56801,9918,91.176471,41.44385,'Number of leaves: 46\nSize of the tree: 82\n',82,46,46
primary-tumor,1,7,weka.classifiers.trees.MIT,'-C 0.25 -M 256 -I 128 -STG I -ERA 1.0',-217733168393644444,20200206.1006,305,34,11,23,0,32.352941,67.647059,0,0.230315,0.069692,0.191737,85.547894,95.064896,127.398302,1170.972443,-1043.574141,3.747009,34.440366,-30.693357,33.261715,0.978286,26.108444,0.25,2,0.307692,8,0.692308,18,0.75,6,0.2,0.25,0.222222,-0.053709,0.588942,0.376299,0.323529,0.109429,0.890571,0.676471,?,0.323529,?,?,0.726441,0.403425,?,0.323529,0.652,0,0.578125,0,578.125,0,55070,56801,9918,85.294118,37.433155,'Number of leaves: 47\nSize of the tree: 84\n',84,47,47
primary-tumor,1,8,weka.classifiers.trees.MIT,'-C 0.25 -M 256 -I 128 -STG I -ERA 1.0',-217733168393644444,20200206.1006,305,34,16,18,0,47.058824,52.941176,0,0.37551,0.066416,0.18144,81.55209,89.989585,126.813339,1170.071742,-1043.258402,3.729804,34.413875,-30.684071,39.871531,1.172692,31.441118,0.875,7,0.384615,10,0.615385,16,0.125,1,0.411765,0.875,0.56,0.416025,0.836538,0.709867,0.470588,0.109364,0.890636,0.529412,?,0.470588,?,?,0.754993,0.486525,?,0.470588,0.675,0,0.578125,0,578.125,0,58048,56801,9918,82.352941,41.042781,'Number of leaves: 50\nSize of the tree: 89\n',89,50,50
primary-tumor,1,9,weka.classifiers.trees.MIT,'-C 0.25 -M 256 -I 128 -STG I -ERA 1.0',-217733168393644444,20200206.1006,305,34,15,19,0,44.117647,55.882353,0,0.352705,0.06647,0.182512,81.618115,90.521167,126.813339,1164.345208,-1037.531869,3.729804,34.245447,-30.515643,39.119169,1.150564,30.847834,0.75,6,0.269231,7,0.730769,19,0.25,2,0.461538,0.75,0.571429,0.41965,0.795673,0.604087,0.441176,0.092653,0.907347,0.558824,?,0.441176,?,?,0.773203,0.477676,?,0.441176,0.683,0,0.59375,0,593.75,0,58698,56801,9918,88.235294,40.240642,'Number of leaves: 51\nSize of the tree: 90\n',90,51,51
primary-tumor,1,10,weka.classifiers.trees.MIT,'-C 0.25 -M 256 -I 128 -STG I -ERA 1.0',-217733168393644444,20200206.1006,306,33,14,19,0,42.424242,57.575758,0,0.301782,0.06953,0.187169,85.903078,93.474215,119.367203,92.870444,26.496759,3.617188,2.814256,0.802932,34.321117,1.040034,28.752552,0.777778,7,0.416667,10,0.583333,14,0.222222,2,0.411765,0.777778,0.538462,0.321798,0.685185,0.507303,0.424242,0.134592,0.865408,0.575758,?,0.424242,?,?,0.788112,0.376936,?,0.424242,0.699,0,0.625,0,625,0,45758,56974,9745,100,48.071625,'Number of leaves: 39\nSize of the tree: 68\n',68,39,39
primary-tumor,1,1,weka.classifiers.trees.MIT,'-C 0.25 -M 512 -I 256 -STG I -ERA 1.0',-217733168393644444,20200206.1006,305,34,13,21,0,38.235294,61.764706,0,0.283852,0.068327,0.187333,84.329758,93.449982,123.359811,97.543171,25.81664,3.62823,2.868917,0.759313,36.400997,1.070618,29.507987,0.666667,6,0.2,5,0.8,20,0.333333,3,0.545455,0.666667,0.6,0.440086,0.9,0.744292,0.382353,0.093637,0.906363,0.617647,?,0.382353,?,?,0.790373,0.46531,?,0.382353,1.78,0,1.53125,0,1531.25,0,54934,56801,9918,97.058824,42.914439,'Number of leaves: 46\nSize of the tree: 84\n',84,46,46
primary-tumor,1,2,weka.classifiers.trees.MIT,'-C 0.25 -M 512 -I 256 -STG I -ERA 1.0',-217733168393644444,20200206.1006,305,34,16,18,0,47.058824,52.941176,0,0.388,0.064118,0.179649,79.207468,89.707214,121.456066,89.911359,31.544707,3.572237,2.644452,0.927785,42.495062,1.249855,34.988011,0.777778,7,0.2,5,0.8,20,0.222222,2,0.583333,0.777778,0.666667,0.533396,0.891111,0.773578,0.470588,0.078977,0.921023,0.529412,?,0.470588,?,?,0.808749,0.54497,?,0.470588,1.81,0,1.53125,0,1531.25,0,55584,56801,9918,91.176471,40.240642,'Number of leaves: 47\nSize of the tree: 85\n',85,47,47
primary-tumor,1,3,weka.classifiers.trees.MIT,'-C 0.25 -M 512 -I 256 -STG I -ERA 1.0',-217733168393644444,20200206.1006,305,34,15,19,0,44.117647,55.882353,0,0.338115,0.063124,0.179829,77.987481,89.807227,121.233674,85.116793,36.11688,3.565696,2.503435,1.062261,46.070859,1.355025,38.001702,0.888889,8,0.24,6,0.76,19,0.111111,1,0.571429,0.888889,0.695652,0.581678,0.855556,0.672559,0.441176,0.097574,0.902426,0.558824,?,0.441176,?,?,0.83936,0.475919,?,0.441176,1.368,0,1.15625,0,1156.25,0,56884,56801,9918,94.117647,39.839572,'Number of leaves: 49\nSize of the tree: 87\n',87,49,49
primary-tumor,1,4,weka.classifiers.trees.MIT,'-C 0.25 -M 512 -I 256 -STG I -ERA 1.0',-217733168393644444,20200206.1006,305,34,17,17,0,50,50,0,0.407179,0.063274,0.174174,77.794941,86.511665,122.999558,91.098356,31.901202,3.617634,2.679363,0.938271,42.908838,1.262025,34.88536,0.875,7,0.346154,9,0.653846,17,0.125,1,0.4375,0.875,0.583333,0.449433,0.913462,0.860965,0.5,0.10442,0.89558,0.5,?,0.5,?,?,0.820652,0.566467,?,0.5,1.395,0,1.203125,0,1203.125,0,60512,56801,9918,88.235294,42.245989,'Number of leaves: 53\nSize of the tree: 93\n',93,53,53
primary-tumor,1,5,weka.classifiers.trees.MIT,'-C 0.25 -M 512 -I 256 -STG I -ERA 1.0',-217733168393644444,20200206.1006,305,34,15,19,0,44.117647,55.882353,0,0.358491,0.067216,0.188768,82.376273,93.424963,129.184627,117.053916,12.13071,3.799548,3.442762,0.356786,37.857614,1.113459,29.305045,0.75,6,0.192308,5,0.807692,21,0.25,2,0.545455,0.75,0.631579,0.505669,0.879808,0.614478,0.441176,0.08335,0.91665,0.558824,?,0.441176,?,?,0.778032,0.418968,?,0.441176,1.533,0,1.4375,0,1437.5,0,56748,56801,9918,85.294118,39.171123,'Number of leaves: 48\nSize of the tree: 87\n',87,48,48
primary-tumor,1,6,weka.classifiers.trees.MIT,'-C 0.25 -M 512 -I 256 -STG I -ERA 1.0',-217733168393644444,20200206.1006,305,34,14,20,0,41.176471,58.823529,0,0.328063,0.067742,0.186712,83.021209,92.40768,129.184627,100.074069,29.110558,3.799548,2.943355,0.856193,39.721172,1.16827,30.7476,0.625,5,0.269231,7,0.730769,19,0.375,3,0.416667,0.625,0.5,0.31579,0.870192,0.66329,0.411765,0.088437,0.911563,0.588235,?,0.411765,?,?,0.820823,0.482761,?,0.411765,1.695,0,1.421875,0,1421.875,0,55720,56801,9918,91.176471,41.042781,'Number of leaves: 48\nSize of the tree: 85\n',85,48,48
primary-tumor,1,7,weka.classifiers.trees.MIT,'-C 0.25 -M 512 -I 256 -STG I -ERA 1.0',-217733168393644444,20200206.1006,305,34,12,22,0,35.294118,64.705882,0,0.261599,0.069153,0.191054,84.886267,94.726353,127.398302,1170.721469,-1043.323167,3.747009,34.432984,-30.685976,33.898416,0.997012,26.608216,0.25,2,0.307692,8,0.692308,18,0.75,6,0.2,0.25,0.222222,-0.053709,0.608173,0.387762,0.352941,0.108538,0.891462,0.647059,?,0.352941,?,?,0.744141,0.413176,?,0.352941,1.342,0,1.234375,0,1234.375,0,52742,56801,9918,88.235294,38.235294,'Number of leaves: 45\nSize of the tree: 80\n',80,45,45
primary-tumor,1,8,weka.classifiers.trees.MIT,'-C 0.25 -M 512 -I 256 -STG I -ERA 1.0',-217733168393644444,20200206.1006,305,34,15,19,0,44.117647,55.882353,0,0.342828,0.066639,0.181902,81.826071,90.21868,126.813339,1170.825265,-1044.011926,3.729804,34.436037,-30.706233,39.466032,1.160766,31.121357,0.75,6,0.423077,11,0.576923,15,0.25,2,0.352941,0.75,0.48,0.27735,0.764423,0.757594,0.441176,0.115384,0.884616,0.558824,?,0.441176,?,?,0.742547,0.511765,?,0.441176,1.403,0,1.234375,0,1234.375,0,56234,56801,9918,82.352941,41.44385,'Number of leaves: 48\nSize of the tree: 86\n',86,48,48
primary-tumor,1,9,weka.classifiers.trees.MIT,'-C 0.25 -M 512 -I 256 -STG I -ERA 1.0',-217733168393644444,20200206.1006,305,34,15,19,0,44.117647,55.882353,0,0.352705,0.066533,0.18224,81.695187,90.386448,126.813339,1164.355619,-1037.54228,3.729804,34.245754,-30.515949,38.911135,1.144445,30.683787,0.75,6,0.269231,7,0.730769,19,0.25,2,0.461538,0.75,0.571429,0.41965,0.78125,0.600108,0.441176,0.092653,0.907347,0.558824,?,0.441176,?,?,0.774876,0.486126,?,0.441176,1.545,0,1.421875,0,1421.875,0,58048,56801,9918,88.235294,40.374332,'Number of leaves: 50\nSize of the tree: 89\n',89,50,50
primary-tumor,1,10,weka.classifiers.trees.MIT,'-C 0.25 -M 512 -I 256 -STG I -ERA 1.0',-217733168393644444,20200206.1006,306,33,12,21,0,36.363636,63.636364,0,0.235099,0.069749,0.187704,86.174398,93.741417,119.367203,92.030598,27.336605,3.617188,2.788806,0.828382,34.537114,1.046579,28.933504,0.666667,6,0.416667,10,0.583333,14,0.333333,3,0.375,0.666667,0.48,0.222783,0.689815,0.509227,0.363636,0.138569,0.861431,0.636364,?,0.363636,?,?,0.783756,0.384564,?,0.363636,1.655,0.001,1.546875,0,1546.875,0,43430,56974,9745,100,48.071625,'Number of leaves: 37\nSize of the tree: 64\n',64,37,37
